"2018081402-05_DOCQuality - RawData"
"Wavelength nm.","Abs."
742.00,0.000
743.00,0.000
744.00,0.000
745.00,0.000
746.00,0.000
747.00,0.000
748.00,0.000
749.00,0.000
750.00,0.000
751.00,0.000
752.00,0.000
753.00,0.000
754.00,0.000
755.00,0.000
756.00,0.000
757.00,0.000
758.00,0.000
759.00,0.000
760.00,0.000
761.00,0.000
762.00,0.000
763.00,0.000
764.00,0.000
765.00,0.000
766.00,0.000
767.00,0.000
768.00,0.000
769.00,0.000
770.00,0.000
771.00,0.000
772.00,0.000
773.00,0.000
774.00,0.000
775.00,0.000
776.00,0.000
777.00,0.000
778.00,0.000
779.00,0.000
780.00,0.000
781.00,-0.000
782.00,-0.000
783.00,-0.000
784.00,-0.000
785.00,-0.000
786.00,-0.000
787.00,-0.000
788.00,-0.001
789.00,-0.001
790.00,-0.001
791.00,-0.001
792.00,-0.001
793.00,-0.001
794.00,-0.001
795.00,-0.001
796.00,-0.001
797.00,-0.001
798.00,-0.001
799.00,-0.001
800.00,-0.001
