"2018081402-03_DOCQuality - RawData"
"Wavelength nm.","Abs."
351.00,0.021
352.00,0.020
353.00,0.018
354.00,0.017
355.00,0.016
356.00,0.015
357.00,0.014
358.00,0.012
359.00,0.012
360.00,0.011
361.00,0.010
362.00,0.009
363.00,0.008
364.00,0.008
365.00,0.007
366.00,0.006
367.00,0.006
368.00,0.005
369.00,0.005
370.00,0.005
371.00,0.004
372.00,0.004
373.00,0.003
374.00,0.003
375.00,0.003
376.00,0.003
377.00,0.003
378.00,0.003
379.00,0.003
380.00,0.002
381.00,0.002
382.00,0.002
383.00,0.001
384.00,0.001
385.00,-0.001
386.00,0.000
387.00,-0.000
388.00,-0.001
389.00,-0.001
390.00,-0.001
391.00,-0.002
392.00,-0.002
393.00,-0.002
394.00,-0.002
395.00,-0.003
396.00,-0.003
397.00,-0.003
398.00,-0.003
399.00,-0.003
400.00,-0.004
401.00,-0.004
402.00,-0.004
403.00,-0.004
404.00,-0.004
405.00,-0.004
406.00,-0.004
407.00,-0.004
408.00,-0.004
409.00,-0.004
410.00,-0.004
411.00,-0.004
412.00,-0.004
413.00,-0.004
414.00,-0.004
415.00,-0.004
416.00,-0.005
417.00,-0.005
418.00,-0.005
419.00,-0.005
420.00,-0.005
421.00,-0.005
422.00,-0.005
423.00,-0.005
424.00,-0.005
425.00,-0.005
426.00,-0.005
427.00,-0.005
428.00,-0.005
429.00,-0.005
430.00,-0.005
431.00,-0.005
432.00,-0.005
433.00,-0.005
434.00,-0.005
435.00,-0.005
436.00,-0.005
437.00,-0.005
438.00,-0.005
439.00,-0.005
440.00,-0.005
441.00,-0.005
442.00,-0.005
443.00,-0.005
444.00,-0.005
445.00,-0.005
446.00,-0.005
447.00,-0.005
448.00,-0.005
449.00,-0.005
450.00,-0.005
451.00,-0.005
452.00,-0.006
453.00,-0.006
454.00,-0.006
455.00,-0.006
456.00,-0.006
457.00,-0.006
458.00,-0.006
459.00,-0.006
460.00,-0.006
461.00,-0.006
462.00,-0.006
463.00,-0.006
464.00,-0.006
465.00,-0.006
466.00,-0.006
467.00,-0.006
468.00,-0.006
469.00,-0.007
470.00,-0.007
471.00,-0.007
472.00,-0.007
473.00,-0.007
474.00,-0.007
475.00,-0.007
476.00,-0.007
477.00,-0.007
478.00,-0.007
479.00,-0.007
480.00,-0.007
481.00,-0.007
482.00,-0.007
483.00,-0.007
484.00,-0.007
485.00,-0.007
486.00,-0.007
487.00,-0.007
488.00,-0.007
489.00,-0.007
490.00,-0.007
491.00,-0.007
492.00,-0.007
493.00,-0.007
494.00,-0.007
495.00,-0.007
496.00,-0.007
497.00,-0.007
498.00,-0.007
499.00,-0.007
500.00,-0.007
501.00,-0.007
502.00,-0.007
503.00,-0.007
504.00,-0.007
505.00,-0.007
506.00,-0.008
507.00,-0.008
508.00,-0.008
509.00,-0.008
510.00,-0.008
511.00,-0.008
512.00,-0.008
513.00,-0.008
514.00,-0.008
515.00,-0.008
516.00,-0.008
517.00,-0.008
518.00,-0.008
519.00,-0.008
520.00,-0.008
521.00,-0.008
522.00,-0.008
523.00,-0.008
524.00,-0.008
525.00,-0.008
526.00,-0.008
527.00,-0.008
528.00,-0.008
529.00,-0.008
530.00,-0.008
531.00,-0.008
532.00,-0.008
533.00,-0.008
534.00,-0.008
535.00,-0.008
536.00,-0.008
537.00,-0.008
538.00,-0.008
539.00,-0.008
540.00,-0.008
541.00,-0.008
542.00,-0.008
543.00,-0.008
544.00,-0.008
545.00,-0.008
546.00,-0.008
547.00,-0.008
548.00,-0.009
549.00,-0.009
550.00,-0.009
551.00,-0.008
552.00,-0.009
553.00,-0.008
554.00,-0.009
555.00,-0.009
556.00,-0.009
557.00,-0.009
558.00,-0.009
559.00,-0.008
560.00,-0.009
561.00,-0.009
562.00,-0.009
563.00,-0.009
564.00,-0.009
565.00,-0.009
566.00,-0.009
567.00,-0.009
568.00,-0.009
569.00,-0.009
570.00,-0.009
571.00,-0.009
572.00,-0.009
573.00,-0.009
574.00,-0.009
575.00,-0.008
576.00,-0.008
577.00,-0.008
578.00,-0.008
579.00,-0.008
580.00,-0.008
581.00,-0.008
582.00,-0.008
583.00,-0.008
584.00,-0.008
585.00,-0.008
586.00,-0.008
587.00,-0.008
588.00,-0.008
589.00,-0.008
590.00,-0.008
591.00,-0.008
592.00,-0.008
593.00,-0.008
594.00,-0.008
595.00,-0.008
596.00,-0.008
597.00,-0.008
598.00,-0.008
599.00,-0.008
600.00,-0.008
601.00,-0.008
602.00,-0.008
603.00,-0.008
604.00,-0.008
605.00,-0.007
606.00,-0.007
607.00,-0.007
608.00,-0.007
609.00,-0.007
610.00,-0.007
611.00,-0.007
612.00,-0.007
613.00,-0.007
614.00,-0.007
615.00,-0.007
616.00,-0.008
617.00,-0.008
618.00,-0.008
619.00,-0.008
620.00,-0.008
621.00,-0.008
622.00,-0.008
623.00,-0.008
624.00,-0.008
625.00,-0.008
626.00,-0.008
627.00,-0.008
628.00,-0.008
629.00,-0.008
630.00,-0.008
631.00,-0.008
632.00,-0.008
633.00,-0.008
634.00,-0.008
635.00,-0.008
636.00,-0.008
637.00,-0.008
638.00,-0.008
639.00,-0.008
640.00,-0.008
641.00,-0.008
642.00,-0.008
643.00,-0.008
644.00,-0.008
645.00,-0.008
646.00,-0.008
647.00,-0.008
648.00,-0.008
649.00,-0.008
650.00,-0.008
651.00,-0.008
652.00,-0.008
653.00,-0.008
654.00,-0.008
655.00,-0.008
656.00,-0.008
657.00,-0.008
658.00,-0.008
659.00,-0.008
660.00,-0.008
661.00,-0.008
662.00,-0.008
663.00,-0.008
664.00,-0.008
665.00,-0.008
666.00,-0.008
667.00,-0.008
668.00,-0.008
669.00,-0.008
670.00,-0.008
671.00,-0.008
672.00,-0.008
673.00,-0.009
674.00,-0.009
675.00,-0.009
676.00,-0.009
677.00,-0.009
678.00,-0.009
679.00,-0.009
680.00,-0.009
681.00,-0.009
682.00,-0.009
683.00,-0.009
684.00,-0.009
685.00,-0.009
686.00,-0.009
687.00,-0.009
688.00,-0.009
689.00,-0.009
690.00,-0.009
691.00,-0.009
692.00,-0.009
693.00,-0.009
694.00,-0.008
695.00,-0.008
696.00,-0.008
697.00,-0.008
698.00,-0.008
699.00,-0.008
700.00,-0.008
701.00,-0.008
702.00,-0.008
703.00,-0.008
704.00,-0.008
705.00,-0.008
706.00,-0.008
707.00,-0.008
708.00,-0.008
709.00,-0.008
710.00,-0.008
711.00,-0.007
712.00,-0.007
713.00,-0.007
714.00,-0.007
715.00,-0.007
716.00,-0.007
717.00,-0.007
718.00,-0.006
719.00,-0.006
720.00,-0.006
721.00,-0.006
722.00,-0.005
723.00,-0.005
724.00,-0.005
725.00,-0.005
726.00,-0.005
727.00,-0.004
728.00,-0.004
729.00,-0.004
730.00,-0.003
731.00,-0.003
732.00,-0.002
733.00,-0.002
734.00,-0.001
735.00,-0.001
736.00,-0.001
737.00,-0.000
738.00,-0.000
739.00,0.000
740.00,0.000
741.00,0.000
742.00,0.000
743.00,0.000
744.00,0.000
745.00,0.000
746.00,0.000
747.00,0.000
748.00,0.000
749.00,0.000
750.00,0.000
751.00,0.000
752.00,0.000
753.00,0.000
754.00,0.000
755.00,0.000
756.00,0.001
757.00,0.001
758.00,0.001
759.00,0.001
760.00,0.000
761.00,0.001
762.00,0.001
763.00,0.001
764.00,0.001
765.00,0.001
766.00,0.000
767.00,0.000
768.00,0.000
769.00,0.000
770.00,0.000
771.00,0.000
772.00,0.000
773.00,0.000
774.00,0.000
775.00,0.000
776.00,0.000
777.00,0.000
778.00,0.000
779.00,0.000
780.00,-0.000
781.00,-0.000
782.00,-0.000
783.00,-0.000
784.00,-0.000
785.00,-0.000
786.00,-0.001
787.00,-0.001
788.00,-0.001
789.00,-0.001
790.00,-0.001
791.00,-0.001
792.00,-0.001
793.00,-0.001
794.00,-0.001
795.00,-0.001
796.00,-0.002
797.00,-0.002
798.00,-0.002
799.00,-0.002
800.00,-0.002
