"20180815402-02_DOCQuality - RawData"
"Wavelength nm.","Abs."
612.00,-0.010
613.00,-0.010
614.00,-0.010
615.00,-0.010
616.00,-0.010
617.00,-0.010
618.00,-0.010
619.00,-0.010
620.00,-0.010
621.00,-0.010
622.00,-0.010
623.00,-0.010
624.00,-0.010
625.00,-0.010
626.00,-0.010
627.00,-0.010
628.00,-0.010
629.00,-0.010
630.00,-0.010
631.00,-0.010
632.00,-0.010
633.00,-0.010
634.00,-0.010
635.00,-0.010
636.00,-0.010
637.00,-0.010
638.00,-0.010
639.00,-0.010
640.00,-0.010
641.00,-0.010
642.00,-0.010
643.00,-0.010
644.00,-0.010
645.00,-0.010
646.00,-0.010
647.00,-0.010
648.00,-0.010
649.00,-0.010
650.00,-0.010
651.00,-0.010
652.00,-0.010
653.00,-0.010
654.00,-0.010
655.00,-0.010
656.00,-0.010
657.00,-0.010
658.00,-0.010
659.00,-0.010
660.00,-0.010
661.00,-0.010
662.00,-0.010
663.00,-0.010
664.00,-0.010
665.00,-0.010
666.00,-0.010
667.00,-0.010
668.00,-0.010
669.00,-0.010
670.00,-0.010
671.00,-0.010
672.00,-0.010
673.00,-0.010
674.00,-0.010
675.00,-0.010
676.00,-0.010
677.00,-0.010
678.00,-0.010
679.00,-0.010
680.00,-0.010
681.00,-0.010
682.00,-0.010
683.00,-0.009
684.00,-0.010
685.00,-0.009
686.00,-0.009
687.00,-0.009
688.00,-0.009
689.00,-0.009
690.00,-0.009
691.00,-0.009
692.00,-0.009
693.00,-0.009
694.00,-0.009
695.00,-0.009
696.00,-0.009
697.00,-0.009
698.00,-0.009
699.00,-0.009
700.00,-0.009
701.00,-0.009
702.00,-0.009
703.00,-0.009
704.00,-0.009
705.00,-0.009
706.00,-0.009
707.00,-0.008
708.00,-0.008
709.00,-0.008
710.00,-0.008
711.00,-0.008
712.00,-0.008
713.00,-0.008
714.00,-0.008
715.00,-0.007
716.00,-0.007
717.00,-0.007
718.00,-0.007
719.00,-0.007
720.00,-0.007
721.00,-0.006
722.00,-0.006
723.00,-0.006
724.00,-0.006
725.00,-0.005
726.00,-0.005
727.00,-0.005
728.00,-0.005
729.00,-0.004
730.00,-0.004
731.00,-0.003
732.00,-0.003
733.00,-0.002
734.00,-0.002
735.00,-0.002
736.00,-0.001
737.00,-0.001
738.00,-0.001
739.00,-0.000
740.00,-0.000
741.00,-0.000
742.00,-0.000
743.00,-0.000
744.00,-0.000
745.00,-0.000
746.00,-0.000
747.00,0.000
748.00,0.000
749.00,0.000
750.00,0.000
751.00,0.000
752.00,0.000
753.00,0.000
754.00,0.000
755.00,0.000
756.00,0.000
757.00,0.000
758.00,0.000
759.00,0.000
760.00,0.000
761.00,0.000
762.00,0.000
763.00,0.000
764.00,0.000
765.00,0.000
766.00,0.000
767.00,0.000
768.00,0.000
769.00,0.000
770.00,0.000
771.00,0.000
772.00,-0.000
773.00,-0.000
774.00,-0.000
775.00,-0.000
776.00,-0.000
777.00,-0.000
778.00,-0.000
779.00,-0.000
780.00,-0.001
781.00,-0.001
782.00,-0.001
783.00,-0.001
784.00,-0.001
785.00,-0.001
786.00,-0.001
787.00,-0.001
788.00,-0.001
789.00,-0.001
790.00,-0.001
791.00,-0.001
792.00,-0.001
793.00,-0.002
794.00,-0.002
795.00,-0.002
796.00,-0.002
797.00,-0.002
798.00,-0.002
799.00,-0.002
800.00,-0.002
