"2018081402-09_DOCQuality - RawData"
"Wavelength nm.","Abs."
564.00,-0.009
565.00,-0.009
566.00,-0.009
567.00,-0.009
568.00,-0.009
569.00,-0.009
570.00,-0.009
571.00,-0.009
572.00,-0.010
573.00,-0.009
574.00,-0.009
575.00,-0.009
576.00,-0.009
577.00,-0.009
578.00,-0.009
579.00,-0.009
580.00,-0.009
581.00,-0.009
582.00,-0.009
583.00,-0.009
584.00,-0.009
585.00,-0.009
586.00,-0.009
587.00,-0.009
588.00,-0.009
589.00,-0.009
590.00,-0.009
591.00,-0.009
592.00,-0.009
593.00,-0.009
594.00,-0.009
595.00,-0.009
596.00,-0.009
597.00,-0.009
598.00,-0.009
599.00,-0.009
600.00,-0.008
601.00,-0.008
602.00,-0.008
603.00,-0.008
604.00,-0.008
605.00,-0.008
606.00,-0.008
607.00,-0.008
608.00,-0.008
609.00,-0.008
610.00,-0.008
611.00,-0.008
612.00,-0.008
613.00,-0.008
614.00,-0.008
615.00,-0.008
616.00,-0.008
617.00,-0.008
618.00,-0.008
619.00,-0.008
620.00,-0.008
621.00,-0.008
622.00,-0.008
623.00,-0.008
624.00,-0.008
625.00,-0.008
626.00,-0.008
627.00,-0.008
628.00,-0.008
629.00,-0.008
630.00,-0.008
631.00,-0.008
632.00,-0.008
633.00,-0.008
634.00,-0.008
635.00,-0.008
636.00,-0.008
637.00,-0.008
638.00,-0.008
639.00,-0.008
640.00,-0.008
641.00,-0.008
642.00,-0.008
643.00,-0.008
644.00,-0.008
645.00,-0.008
646.00,-0.008
647.00,-0.008
648.00,-0.008
649.00,-0.008
650.00,-0.008
651.00,-0.008
652.00,-0.008
653.00,-0.008
654.00,-0.008
655.00,-0.008
656.00,-0.008
657.00,-0.008
658.00,-0.008
659.00,-0.008
660.00,-0.008
661.00,-0.008
662.00,-0.008
663.00,-0.008
664.00,-0.008
665.00,-0.008
666.00,-0.008
667.00,-0.008
668.00,-0.008
669.00,-0.008
670.00,-0.008
671.00,-0.008
672.00,-0.008
673.00,-0.008
674.00,-0.008
675.00,-0.008
676.00,-0.008
677.00,-0.008
678.00,-0.008
679.00,-0.008
680.00,-0.008
681.00,-0.008
682.00,-0.008
683.00,-0.008
684.00,-0.008
685.00,-0.008
686.00,-0.008
687.00,-0.008
688.00,-0.008
689.00,-0.008
690.00,-0.008
691.00,-0.008
692.00,-0.008
693.00,-0.008
694.00,-0.008
695.00,-0.008
696.00,-0.008
697.00,-0.008
698.00,-0.008
699.00,-0.008
700.00,-0.008
701.00,-0.008
702.00,-0.007
703.00,-0.007
704.00,-0.007
705.00,-0.007
706.00,-0.007
707.00,-0.007
708.00,-0.007
709.00,-0.007
710.00,-0.007
711.00,-0.007
712.00,-0.007
713.00,-0.007
714.00,-0.006
715.00,-0.006
716.00,-0.006
717.00,-0.006
718.00,-0.006
719.00,-0.005
720.00,-0.005
721.00,-0.005
722.00,-0.005
723.00,-0.005
724.00,-0.005
725.00,-0.004
726.00,-0.004
727.00,-0.004
728.00,-0.003
729.00,-0.003
730.00,-0.002
731.00,-0.002
732.00,-0.001
733.00,-0.001
734.00,-0.001
735.00,-0.000
736.00,0.000
737.00,0.000
738.00,0.001
739.00,0.001
740.00,0.001
741.00,0.001
742.00,0.001
743.00,0.001
744.00,0.001
745.00,0.001
746.00,0.001
747.00,0.001
748.00,0.001
749.00,0.001
750.00,0.001
751.00,0.001
752.00,0.001
753.00,0.001
754.00,0.001
755.00,0.001
756.00,0.001
757.00,0.001
758.00,0.001
759.00,0.001
760.00,0.001
761.00,0.001
762.00,0.001
763.00,0.001
764.00,0.001
765.00,0.001
766.00,0.001
767.00,0.001
768.00,0.001
769.00,0.001
770.00,0.001
771.00,0.001
772.00,0.001
773.00,0.001
774.00,0.001
775.00,0.001
776.00,0.001
777.00,0.001
778.00,0.001
779.00,0.001
780.00,0.000
781.00,0.000
782.00,0.000
783.00,0.000
784.00,0.000
785.00,0.000
786.00,0.000
787.00,-0.000
788.00,-0.000
789.00,-0.000
790.00,-0.000
791.00,-0.001
792.00,-0.001
793.00,-0.001
794.00,-0.001
795.00,-0.001
796.00,-0.001
797.00,-0.001
798.00,-0.001
799.00,-0.001
800.00,-0.001
